dataset,repeat,task_type,metric,higher_is_better,noise_level,metadata_mode,score_scopeA_clean_test,score_scopeB_corrupt_test,perf_scopeA,perf_scopeB
anneal,1,multiclass,Log Loss (sklearn.metrics.log_loss),False,1,wrong,0.31591368511905266,0.2858272517744694,-0.31591368511905266,-0.2858272517744694
anneal,1,multiclass,Log Loss (sklearn.metrics.log_loss),False,2,catboost,0.40690789001962724,0.4061194280124376,-0.40690789001962724,-0.4061194280124376
anneal,1,multiclass,Log Loss (sklearn.metrics.log_loss),False,2,baseline (soft),0.8306568812925521,0.8306568812925521,-0.8306568812925521,-0.8306568812925521
anneal,1,multiclass,Log Loss (sklearn.metrics.log_loss),False,2,baseline (hard),8.650476813388114,8.650476813388114,-8.650476813388114,-8.650476813388114
anneal,1,multiclass,Log Loss (sklearn.metrics.log_loss),False,2,true,0.35056975293085296,0.3956837468053395,-0.35056975293085296,-0.3956837468053395
anneal,1,multiclass,Log Loss (sklearn.metrics.log_loss),False,2,none,0.343040996396741,0.38747785862373585,-0.343040996396741,-0.38747785862373585
anneal,1,multiclass,Log Loss (sklearn.metrics.log_loss),False,2,wrong,0.3488456041091381,0.3776642811073706,-0.3488456041091381,-0.3776642811073706
anneal,1,multiclass,Log Loss (sklearn.metrics.log_loss),False,3,catboost,0.8292102410792176,0.8394652247966596,-0.8292102410792176,-0.8394652247966596
anneal,1,multiclass,Log Loss (sklearn.metrics.log_loss),False,3,baseline (soft),0.8306568812925521,0.8306568812925521,-0.8306568812925521,-0.8306568812925521
anneal,1,multiclass,Log Loss (sklearn.metrics.log_loss),False,3,baseline (hard),8.650476813388114,8.650476813388114,-8.650476813388114,-8.650476813388114
anneal,1,multiclass,Log Loss (sklearn.metrics.log_loss),False,3,true,0.8535585762464784,0.8323034092740884,-0.8535585762464784,-0.8323034092740884
anneal,1,multiclass,Log Loss (sklearn.metrics.log_loss),False,3,none,0.8306568812925519,0.8306568812925519,-0.8306568812925519,-0.8306568812925519
anneal,1,multiclass,Log Loss (sklearn.metrics.log_loss),False,3,wrong,0.8696465899472755,0.8680765657474256,-0.8696465899472755,-0.8680765657474256
