dataset,repeat,task_type,metric,higher_is_better,noise_level,metadata_mode,score_scopeA_clean_test,score_scopeB_corrupt_test,perf_scopeA,perf_scopeB
Fitness_Club,0,binary,ROC AUC (sklearn.metrics.roc_auc_score),True,0,true,0.7758148064125832,0.7758148064125832,0.7758148064125832,0.7758148064125832
Fitness_Club,0,binary,ROC AUC (sklearn.metrics.roc_auc_score),True,0,none,0.7764292196007259,0.7764292196007259,0.7764292196007259,0.7764292196007259
Fitness_Club,0,binary,ROC AUC (sklearn.metrics.roc_auc_score),True,0,wrong,0.8016107078039928,0.8016107078039928,0.8016107078039928,0.8016107078039928
Fitness_Club,0,binary,ROC AUC (sklearn.metrics.roc_auc_score),True,1,true,0.7726482153660011,0.7985764519056261,0.7726482153660011,0.7985764519056261
Fitness_Club,0,binary,ROC AUC (sklearn.metrics.roc_auc_score),True,1,none,0.7902676950998185,0.7916288566243195,0.7902676950998185,0.7916288566243195
Fitness_Club,0,binary,ROC AUC (sklearn.metrics.roc_auc_score),True,1,wrong,0.7949088777979432,0.785768300060496,0.7949088777979432,0.785768300060496
Fitness_Club,0,binary,ROC AUC (sklearn.metrics.roc_auc_score),True,2,true,0.7865150483968542,0.7900880973986691,0.7865150483968542,0.7900880973986691
Fitness_Club,0,binary,ROC AUC (sklearn.metrics.roc_auc_score),True,2,none,0.7703512552934059,0.7704268753781004,0.7703512552934059,0.7704268753781004
Fitness_Club,0,binary,ROC AUC (sklearn.metrics.roc_auc_score),True,2,wrong,0.7969978826376285,0.7812594525105867,0.7969978826376285,0.7812594525105867
Fitness_Club,0,binary,ROC AUC (sklearn.metrics.roc_auc_score),True,3,true,0.5827094676346037,0.46671771022383546,0.5827094676346037,0.46671771022383546
Fitness_Club,0,binary,ROC AUC (sklearn.metrics.roc_auc_score),True,3,none,0.5720375831820932,0.5011059437386569,0.5720375831820932,0.5011059437386569
Fitness_Club,0,binary,ROC AUC (sklearn.metrics.roc_auc_score),True,3,wrong,0.4871634906231095,0.5062102994555354,0.4871634906231095,0.5062102994555354
Fitness_Club,1,binary,ROC AUC (sklearn.metrics.roc_auc_score),True,0,true,0.8261541964743163,0.8261541964743163,0.8261541964743163,0.8261541964743163
Fitness_Club,1,binary,ROC AUC (sklearn.metrics.roc_auc_score),True,0,none,0.8261541964743163,0.8261541964743163,0.8261541964743163,0.8261541964743163
Fitness_Club,1,binary,ROC AUC (sklearn.metrics.roc_auc_score),True,0,wrong,0.8115903527581169,0.8115903527581169,0.8115903527581169,0.8115903527581169
Fitness_Club,1,binary,ROC AUC (sklearn.metrics.roc_auc_score),True,1,true,0.7791988462779181,0.7987912484107857,0.7791988462779181,0.7987912484107857
Fitness_Club,1,binary,ROC AUC (sklearn.metrics.roc_auc_score),True,1,none,0.705241086168618,0.7627658968860891,0.705241086168618,0.7627658968860891
Fitness_Club,1,binary,ROC AUC (sklearn.metrics.roc_auc_score),True,1,wrong,0.8137630695079603,0.8183172356211693,0.8137630695079603,0.8183172356211693
Fitness_Club,1,binary,ROC AUC (sklearn.metrics.roc_auc_score),True,2,true,0.6923186398223875,0.6923186398223875,0.6923186398223875,0.6923186398223875
Fitness_Club,1,binary,ROC AUC (sklearn.metrics.roc_auc_score),True,2,none,0.6949088217992752,0.6949088217992752,0.6949088217992752,0.6949088217992752
Fitness_Club,1,binary,ROC AUC (sklearn.metrics.roc_auc_score),True,2,wrong,0.6719102829275698,0.7031252964951896,0.6719102829275698,0.7031252964951896
Fitness_Club,1,binary,ROC AUC (sklearn.metrics.roc_auc_score),True,3,true,0.4625040323345793,0.5143645989487468,0.4625040323345793,0.5143645989487468
Fitness_Club,1,binary,ROC AUC (sklearn.metrics.roc_auc_score),True,3,none,0.46850983889637376,0.5180458832235905,0.46850983889637376,0.5180458832235905
Fitness_Club,1,binary,ROC AUC (sklearn.metrics.roc_auc_score),True,3,wrong,0.48760887303364386,0.49893736124025123,0.48760887303364386,0.49893736124025123
